,word,number_of_word
4410,Плеханова,1
4411,ЭА2483023,1
2859,Симферополя,1
1325,ИСПОЛЬЗУЕМОГО,1
254,обеспечениеи,1
1323,мужчин,1
1322,Band,1
253,Суздальского,1
2858,несовершеннолетних,1
4419,7880,1
4420,сертифицированного,1
4421,учетноуправленческих,1
245,Информио,1
2848,ТалисманSQL,1
1313,1СПредпрпятне,1
1301,базой,1
4491,Студенческое,1
4492,Networks,1
241,Барятинского,1
2835,FAS9000,1
4495,Федеральную,1
1306,Ямальской,1
4497,2024000742,1
2833,Firewall,1
4500,Полярные,1
1303,врача,1
4503,получении,1
1302,КОММУНАРКА,1
2831,гНиколаевскнаАмуре,1
244,00000005ЭА,1
4508,безлимитному,1
4509,гражданам,1
1299,Omnicomm,1
4511,Специальное,1
4512,L2,1
2829,Договором,1
4514,ТКО,1
4515,19098КО,1
394,12002824,1
4517,нормативносправочных,1
1746,ТравмПункт,1
1297,Хабаровске,1
4490,местах,1
4489,запуска,1
2836,РСМЭВ,1
2837,письменных,1
4459,Энфорс,1
1312,января,1
243,заявками,1
4462,статьей,1
4463,wwwkvd4ru,1
2847,интернетверсии,1
242,молодых,1
2846,Мурта,1
2845,Сямженского,1
4468,приложению,1
4469,оцифровки,1
1309,ASystem,1
2843,Юга,1
4473,Алейский,1
4474,выгрузку,1
2842,Цифровая,1
4477,экзаменов,1
1307,КРАЕВАЯ,1
2838,отобранных,1
4481,Таблице,1
4482,заполнению,1
4483,предоставляемые,1
4484,2024002942,1
4485,несвоевременную,1
4486,ТАБ,1
4395,спрвочных,1
4394,чатботов,1
4393,ОРЭСПрикамья,1
4313,Залесовский,1
2899,Пятигорского,1
4301,локальная,1
4303,Волжский,1
2897,Цифровые,1
4305,потребностей,1
4306,Владоблгосэкспертиза,1
4307,монтажу,1
4308,гражданской,1
4309,cертификата,1
4310,однодневных,1
262,раза,1
4312,Росркадастр,1
1731,актуализация,1
2889,комплексную,1
4315,ГАНИДЛС,1
1356,Российская,1
261,БАЛАШИХИНСКАЯ,1
1355,ИЖВОДОКАНАЛ,1
4319,Technologies,1
2895,606,1
4321,ЕСЭД,1
4323,научного,1
4324,народного,1
1354,РАСПРОСТРАНЯЕМОМ,1
4326,GridСomBPM,1
1733,Волгоградского,1
2900,Прототипа,1
4298,свободной,1
2901,Специального,1
4296,принимать,1
4271,аттестация,1
4272,дошкольные,1
4273,5для,1
4274,музейного,1
1371,МЕСЯЦА,1
4276,федеральный,1
4277,Похвистневский,1
4278,МоскворечьеСабурово,1
2910,10001499,1
2909,электронными,1
4281,пошлин,1
4282,спектакля,1
2907,проведением,1
2906,Пряжинского,1
2905,HR,1
4286,Аэронавигация,1
1367,3539392,1
4288,Центральному,1
4289,столовой,1
4290,пользовательской,1
2904,Раевская,1
2903,2023090328,1
264,ОБНОВЛЕНИЙ,1
2902,заправке,1
4295,СЭДОТП2024,1
2890,основы,1
2888,09012023,1
2865,зз001600532,1
498,Для,1
4361,ДГП,1
1345,1year,1
2874,ОРЦ22013,1
4364,холодильника,1
4365,распространяющую,1
4367,дополнительной,1
4368,законодательной,1
4370,БОЛЬНИЦАХ,1
4371,уведомлений,1
4372,прикладным,1
4374,СанктПетербургу,1
1342,Брянского,1
2869,ДДЛО,1
4331,ЯРОО,1
4378,УРЦ,1
4379,ПарусЗарплата,1
4380,МОСОБЛМЕДСЕРВИС,1
4381,значимого,1
4382,экономическому,1
4383,соединениями,1
4384,Олимп,1
1340,рублей,1
4387,приемке,1
4388,Модернизированный,1
1742,СКС,1
4391,СУФД,1
2875,2024004499,1
4359,УМК,1
2876,контролирующие,1
4357,Масленицу,1
2887,12001624,1
4333,Социальногигиенический,1
4334,медикофармацевтического,1
388,ОТКРЫТЫЙ,1
2885,транспортноэксплуатационного,1
4337,ФСМЭВ,1
1351,республике,1
2884,действительности,1
4340,00000225ЭА,1
4341,Росстандарта,1
4342,Прачечная,1
1350,кабинетом,1
4344,Кольский,1
4345,минимально,1
4346,телевизионном,1
1734,режимного,1
1737,1СБГУ,1
4349,ПМЦ,1
4350,мозгового,1
2881,КЭнК,1
2880,СЛУЖБЕ,1
2879,Курганского,1
4354,производственного,1
2877,копия,1
4356,Проектные,1
4520,СистемыКонсультантПлюс,1
4522,ЕОБД,1
4770,Спринтер,1
4694,ИСПОЛЬЗОВАНИЯ,1
2762,Новокуйбышевская,1
4683,пусконаладочным,1
4684,распространяемой,1
2761,почтового,1
1761,выездами,1
1264,аттестационным,1
1263,Модули,1
2759,серверные,1
4690,СПИУПТ,1
4691,УГХ,1
4692,предварительному,1
4693,архитектуре,1
2758,предпроектному,1
219,зоне,1
2757,репродукции,1
2756,Твери,1
218,тренажеру,1
532,ИСУЖДП,1
2755,превышающую,1
2754,800227581,1
2753,налогообложению,1
2752,ангиопластика,1
4704,Административные,1
1763,функциональностью,1
1260,информационноправовых,1
4707,ОГКУ,1
1265,ЦентроспасЮгория,1
4679,WEBПоликлиника,1
1747,Региональные,1
531,КУЗДРАВ,1
4650,проектированию,1
4651,геодезических,1
224,БПФ,1
529,интеграций,1
4654,Росгвардии,1
222,входит,1
4656,2024004276,1
2770,МЕДИЦИНСКИХ,1
530,стандартизации,1
4659,Белокуриха,1
1267,Агат,1
4661,Отрадненская,1
4663,налогоплательщиками,1
4678,ПСЭК,1
4664,Воспитание,1
4666,ГосфинансыПлюс,1
2767,Региональной,1
4668,Красноярске,1
2766,аттестованной,1
4670,работников,1
4672,HP,1
220,училища,1
2763,любое,1
4675,естественной,1
4676,тушении,1
4677,парламент,1
4708,вывода,1
4709,метрологической,1
4710,конкурс,1
1251,почты,1
1252,ОКПД2639910,1
4745,Егорьевск,1
2740,нормативносправочной,1
4747,привлекаемых,1
4748,абляция,1
211,Maintest5i,1
4750,сопровождениюэлектронного,1
4751,пакетов,1
4752,природопользованию,1
4753,сюжетообразующего,1
4754,спецлицензсервиспрограмобеспечения,1
210,СводСмарт,1
1250,209368,1
4711,метрополитена,1
2739,ГЦОРЗП,1
4759,судебное,1
1247,информационнопрограммнотехнологической,1
2738,Покров,1
402,средняя,1
4763,ГПС,1
4764,ВНИИМ,1
4765,Выборочных,1
534,местному,1
4767,приёма,1
4768,Малоязовская,1
4769,Дворцовый,1
4743,Завуч,1
4742,НПХ,1
4741,УСТАНОВЛЕННЫХ,1
2741,Судогодского,1
2749,ДДУ,1
4714,ТЕЗИС,1
4715,гарантиях,1
4716,ДООСНАЩЕНИЮ,1
216,гида,1
4718,Нестор,1
2748,23422823,1
2746,назначений,1
2745,практической,1
4723,подъезды,1
1258,актуальное,1
4725,эффективного,1
4726,Онлайноплата,1
2742,претензионноисковой,1
4729,блогеров,1
4730,620762023ЭА3374,1
1257,зз001600531,1
533,Президентский,1
4733,Исполнительного,1
1255,ПОИСК,1
1254,РКС,1
4736,Вологда,1
4737,медицинскими,1
1253,разработанных,1
4739,РКВД,1
4649,Волга,1
400,субсидиям,1
4647,EMC,1
4569,абитуриента,1
2806,инженерной,1
1753,Палладиум,1
4559,Системам,1
4560,Professional,1
235,покупка,1
2804,административном,1
475,драмы,1
4564,2024003715,1
4565,мониторингов,1
1289,2023090839,1
4567,законодательстве,1
4568,1СОбщий,1
4570,РАБОТЫ,1
2794,ЕСИАО,1
4571,информационномедицинской,1
4572,БАШКОРТОСТАН,1
234,базами,1
1754,шунтирование,1
2802,миграцией,1
2801,ХВС,1
2800,консультационного,1
4578,МКДСкописнкий,1
1288,Общественной,1
4580,САУ,1
1287,1СБитрикс,1
1286,осуществляющих,1
1752,gorodsharypovoru,1
528,бизнесом,1
497,ИнТеПСтипендия,1
4551,тестирований,1
2823,досуга,1
2822,2024000655,1
4526,12184523,1
2821,смарткарт,1
4528,Вашкинского,1
4529,ООМПУР,1
4530,НЭТ,1
4531,СОПРОВОЖДЕИЮ,1
4532,202316857,1
4533,ИНФОРМАЦИОННАЯ,1
4534,земельного,1
4536,Каминжиниринг,1
4537,дипломирования,1
2819,Идринского,1
2818,Отделения,1
4540,6592400228,1
2817,трудовом,1
238,1897р,1
4543,полномочий,1
4544,иные,1
395,окружающей,1
2812,кассационного,1
4548,НИКИ,1
1293,обеспечивающую,1
4550,социальнозначимой,1
396,Верховажского,1
398,СКАП,1
1272,экология,1
1275,водохранилище,1
1278,предусмотренных,1
4620,Инцидентная,1
4621,информационновычислительное,1
229,ГЦМСИР,1
2781,автомобильные,1
228,ИнформационноАналитическая,1
1277,конкретным,1
495,интегрированную,1
2779,Староминский,1
227,ЦИТП,1
1276,УстьКубинского,1
4630,СККПЦ,1
4633,Генплана,1
4588,Forward,1
4634,которые,1
4635,Антиплагиат,1
1274,нанимателей,1
2774,Жуковского,1
4638,ЗАГС,1
2773,РостовскойнаДону,1
4640,1751902024ВИТ,1
4641,Износковского,1
4642,Dell,1
4643,Рижский,1
1273,инспекторов,1
2772,студентов,1
496,Дополнение,1
4617,Курумканский,1
4616,Глазовская,1
2783,DDosатак,1
4589,пунктами,1
4590,конвертацией,1
1283,дополнительные,1
230,Стройресурс,1
4594,оказываемой,1
4595,электрическом,1
4596,мероприятиями,1
1755,консультантплюс,1
4598,8х,1
4599,Партизанская,1
2790,ЗК033823,1
1282,материального,1
2788,Техэкспертохрана,1
1281,HW100СU,1
4604,метрологии,1
4605,Шушары,1
4606,наружного,1
